CMHC,1.750,2018-Jun-15,101.36,0.77
Canada,1.500,2017-Feb-01,100.04,0.06
Canada,1.500,2017-Mar-01,100.13,0.37
Canada,0.250,2017-May-01,99.93,0.52
Canada,4.000,2017-Jun-01,101.27,0.51
Canada,1.250,2017-Aug-01,100.37,0.56
Canada,1.500,2017-Sep-01,100.56,0.57
Canada,0.250,2017-Nov-01,99.73,0.60
Canada,1.250,2018-Feb-01,100.65,0.62
Canada,1.250,2018-Mar-01,100.68,0.63
Canada,0.250,2018-May-01,99.48,0.66
Canada,4.250,2018-Jun-01,104.83,0.68
Canada,0.500,2018-Aug-01,99.68,0.71
Canada,1.250,2018-Sep-01,100.84,0.73
Canada,0.500,2018-Nov-01,99.59,0.73
Canada,0.500,2019-Feb-01,99.48,0.76
Canada,1.750,2019-Mar-01,102.07,0.76
Canada,3.750,2019-Jun-01,106.93,0.78
Canada,1.750,2019-Sep-01,102.42,0.81
Canada,1.500,2020-Mar-01,101.79,0.91
Canada,3.500,2020-Jun-01,108.45,0.94
Canada,0.750,2020-Sep-01,99.13,1.00
Canada,0.750,2021-Mar-01,98.75,1.06
Canada,10.500,2021-Mar-15,138.18,1.05
Canada,3.250,2021-Jun-01,109.24,1.07
Canada,9.750,2021-Jun-01,136.92,1.05
Canada,0.750,2021-Sep-01,98.43,1.10
Canada,0.500,2022-Mar-01,96.68,1.17
Canada,2.750,2022-Jun-01,107.88,1.23
Canada,9.250,2022-Jun-01,141.57,1.21
Canada,1.500,2023-Jun-01,100.77,1.37
Canada,8.000,2023-Jun-01,140.27,1.36
Canada,2.500,2024-Jun-01,107.01,1.49
Canada,2.250,2025-Jun-01,105.06,1.60
Canada,9.000,2025-Jun-01,157.89,1.58
Canada,1.500,2026-Jun-01,98.35,1.69
Canada,1.000,2027-Jun-01,92.44,1.80
Canada,8.000,2027-Jun-01,158.55,1.78
Canada,5.750,2029-Jun-01,141.22,1.97
Canada,5.750,2033-Jun-01,148.81,2.18
Canada,5.000,2037-Jun-01,143.78,2.30
Canada,4.000,2041-Jun-01,130.57,2.35
Canada,3.500,2045-Dec-01,124.14,2.34
Canada,2.750,2048-Dec-01,109.79,2.31
Canada,2.750,2064-Dec-01,113.24,2.29
Cda House Tr,2.050,2017-Jun-15,100.59,0.59
Cda House Tr,1.700,2017-Dec-15,100.92,0.67
Cda House Tr,2.050,2018-Jun-15,101.78,0.77
Cda House Tr,2.350,2018-Dec-15,102.76,0.88
Cda House Tr,4.100,2018-Dec-15,106.04,0.89
Cda House Tr,1.950,2019-Jun-15,102.19,1.03
Cda House Tr,2.000,2019-Dec-15,102.46,1.14
Cda House Tr,3.750,2020-Mar-15,107.94,1.17
Cda House Tr,1.200,2020-Jun-15,99.82,1.25
Cda House Tr,1.450,2020-Jun-15,100.63,1.26
Cda House Tr,1.250,2020-Dec-15,99.54,1.37
Cda House Tr,3.350,2020-Dec-15,107.56,1.35
Cda House Tr,1.250,2021-Jun-15,99.09,1.46
Cda House Tr,3.800,2021-Jun-15,109.90,1.46
Cda House Tr,1.150,2021-Dec-15,98.12,1.55
Cda House Tr,1.500,2021-Dec-15,99.76,1.55
Cda House Tr,2.650,2022-Mar-15,105.20,1.59
Cda House Tr,2.400,2022-Dec-15,103.83,1.71
Cda House Tr,2.350,2023-Sep-15,103.32,1.82
Cda House Tr,3.150,2023-Sep-15,108.29,1.82
Cda House Tr,2.900,2024-Jun-15,106.63,1.93
Cda House Tr,2.550,2025-Mar-15,103.80,2.04
Cda House Tr,1.950,2025-Dec-15,98.56,2.13
Cda House Tr,2.250,2025-Dec-15,100.98,2.13
Cda House Tr,1.900,2026-Sep-15,97.33,2.21
Cda House Tr,1.900,2026-Sep-15,97.07,2.24
